rcept_no,reprt_code,bsns_year,corp_code,stock_code,thstrm_amount_연결재무제표_재무상태표_유동자산_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_비유동자산_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_자산총계_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_유동부채_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_비유동부채_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_부채총계_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_자본금_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_이익잉여금_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_자본총계_2022.12.31 현재,thstrm_amount_연결재무제표_손익계산서_매출액_2022.01.01 ~ 2022.12.31,thstrm_amount_연결재무제표_손익계산서_영업이익_2022.01.01 ~ 2022.12.31,thstrm_amount_연결재무제표_손익계산서_법인세차감전 순이익_2022.01.01 ~ 2022.12.31,thstrm_amount_연결재무제표_손익계산서_당기순이익_2022.01.01 ~ 2022.12.31
20230316001353,11011,2022,330044,50110,"217,238,019,386","133,996,320,503","351,234,339,889","198,579,543,835","22,643,007,757","221,222,551,592","36,912,059,000","-27,066,379,263","130,011,788,297","733,703,329,797","13,035,157,594","7,390,159,157","7,649,625,646"
20230331003532,11011,2022,226316,111110,"194,844,461,916","121,253,675,580","316,098,137,496","148,100,110,035","32,482,788,900","180,582,898,935","5,853,859,500","100,868,821,213","135,515,238,561","479,999,576,039","40,584,324,713","38,800,723,016","26,766,722,348"
20230323001480,11011,2022,1217014,290090,"47,509,941,913","25,751,365,157","73,261,307,070","7,108,487,315","165,842,258","7,274,329,573","3,678,712,000","35,373,649,068","65,986,977,497","19,561,616,492","-6,462,409,302","-5,499,461,412","-5,331,063,918"
20230308000595,11011,2022,126308,28050,"5,947,655,470,530","1,901,067,752,184","7,848,723,222,714","5,013,013,164,226","258,669,651,533","5,271,682,815,759","980,000,000,000","1,676,536,258,197","2,577,040,406,955","10,054,344,625,186","702,942,994,188","715,715,164,329","595,319,035,026"
20230321001147,11011,2022,1073678,238120,"19,551,898,909","17,349,587,736","36,901,486,645","1,333,198,695","6,718,557,878","8,051,756,573","3,594,724,000","-1,201,844,134","28,849,730,072","13,752,579,320","2,849,002,252","2,442,261,843","2,332,756,887"
20230316000939,11011,2022,129280,11230,"17,696,955,462","51,045,337,523","68,742,292,985","37,687,214,131","13,320,263,490","51,007,477,621","12,102,700,000","-41,923,905,328","17,734,815,364","48,326,219,525","-4,295,416,659","-6,061,059,925","-6,062,381,677"
20230317000686,11011,2022,1440153,351320,"26,844,373,684","23,806,182,113","50,650,555,797","11,987,696,073","9,238,092,534","21,225,788,607","2,201,588,600","2,988,955,623","29,424,767,190","32,943,720,401","-158,617,123","205,209,765","-182,227,295"
20230320000154,11011,2022,141608,14940,"45,626,672,007","141,224,466,140","186,851,138,147","45,323,002,678","56,727,741,619","102,050,744,297","22,786,830,500","45,237,211,983","84,800,393,850","131,568,018,289","9,180,181,375","8,740,098,447","8,371,734,355"
20230323001381,11011,2022,842619,141080,"191,618,909,904","60,911,539,645","252,530,449,549","28,602,844,482","4,328,679,031","32,931,523,513","13,834,371,500","105,382,609,099","219,598,926,036",,"-50,375,099,038","-47,722,617,786","-45,091,793,579"
20230322001056,11011,2022,809429,123840,"12,594,792,839","48,937,367,193","61,532,160,032","22,995,979,994","912,748,880","23,908,728,874","8,710,255,500","-68,188,390,333","37,623,431,158","6,907,587,085","-7,955,817,362","-60,914,648,831","-60,734,620,030"
20230322001006,11011,2022,384717,65170,"32,611,820,331","71,074,688,392","103,686,508,723","48,979,060,154","13,625,336,252","62,604,396,406",,,"41,082,112,317","80,592,912,885","-2,776,157,739","-13,198,869,366","-13,649,416,018"
20230321001327,11011,2022,1365825,319660,"383,950,967,173","88,698,372,691","472,649,339,864","100,917,650,989","18,424,170,909","119,341,821,898","14,624,188,500","164,862,991,285","353,307,517,966","460,909,201,007","91,842,998,729","100,020,927,443","77,443,254,531"
20230323000350,11011,2022,261887,62860,"31,689,077,985","35,430,348,034","69,023,155,423","4,580,245,068","1,095,677,529","5,917,138,249","4,936,360,000","16,050,866,288","63,106,017,174","21,012,864,687","-6,587,482,046","-5,561,378,253","-8,539,352,738"
20230321001245,11011,2022,203290,24720,"343,129,856,216","925,972,197,098","1,269,102,053,314","340,472,867,793","78,291,205,621","418,764,073,414","9,288,359,500","322,029,792,044","850,337,979,900","649,879,568,755","33,000,195,009","36,396,108,049","13,023,596,377"
20230323000471,11011,2022,861720,181340,"31,914,823,715","29,596,062,358","61,510,886,073","31,753,796,138","1,773,269,602","33,527,065,740","10,029,483,000","-19,684,360,870","27,983,820,333","50,453,824,936","-1,127,711,481","-3,242,291,708","-6,457,250,873"
20230323000277,11011,2022,819374,190510,"141,960,613,774","77,136,766,755","219,097,380,529","93,822,092,777","769,926,076","94,592,018,853","8,262,431,500","18,806,225,650","124,505,361,676","519,342,981,244","32,376,700,042","34,735,498,494","31,338,093,214"
20230331004201,11011,2022,141404,6740,"54,442,061,424","149,228,318,222","203,670,379,646","17,277,788,385","49,862,087,401","67,139,875,786","11,147,500,000","110,339,718,062","136,530,503,860","105,449,038,864","7,804,011,246","10,009,646,618","7,918,488,493"
20230220001639,11011,2022,225159,36530,"1,504,308,243,134","1,054,118,743,487","2,558,426,986,621","562,176,526,997","179,954,848,502","742,131,375,499","8,351,943,000","670,420,691,693","1,816,295,611,122","1,629,520,924,776","144,692,982,304","166,935,921,690","115,574,755,703"
20230320000755,11011,2022,108001,91590,"86,482,574,553","118,784,711,977","205,267,286,530","18,370,076,355","12,955,813,006","31,325,889,361","5,870,000,000","155,195,466,160","173,941,397,169","90,791,512,388","4,468,708,150","27,288,008,767","20,750,055,300"
20230324000058,11011,2022,149266,23460,,,"540,497,772,403",,,"429,139,204,256","93,000,000,000","51,546,492,455","111,358,568,147","234,554,650,993","-41,772,850,282","-21,723,723,621","-16,630,609,670"
20230320000842,11011,2022,413046,68270,"2,929,792,463,759","2,961,859,847,492","5,891,652,311,251","1,294,097,736,489","323,350,304,973","1,617,448,041,462","140,805,210,000","3,485,109,538,439","4,274,204,269,789","2,283,967,480,394","647,198,174,586","626,173,376,626","542,566,233,270"
20230321001413,11011,2022,180263,16100,"23,274,729,793","56,250,396,990","79,525,126,783","33,416,540,950","2,772,464,313","36,189,005,263","40,972,531,563","-4,104,735,416","43,336,121,520","86,657,750,918","504,936,506","-1,657,420,688","-758,552,914"
20230309000833,11011,2022,260383,6650,"460,924,908,665","1,734,907,607,258","2,195,832,515,923","222,554,203,689","111,325,898,467","333,880,102,156","41,000,000,000","1,560,826,483,243","1,861,952,413,767","2,222,070,977,921","-214,640,345,650","-204,385,808,134","-149,053,085,545"
20230320000928,11011,2022,1301252,425040,"142,631,725,920","60,331,574,281","202,963,300,201","91,092,063,196","11,057,858,560","102,149,921,756","4,411,557,000","59,100,926,622","100,813,378,445","351,740,130,840","53,265,371,079","53,485,886,268","42,183,551,341"
20230322000709,11011,2022,1144028,260930,"81,622,063,737","97,078,147,276","178,700,211,013","22,926,669,119","4,758,006,770","27,684,675,889","9,670,795,500","35,241,448,731","151,015,535,124","69,361,422,438","-15,216,893,394","-18,991,846,254","-21,170,055,808"
20230315000241,11011,2022,579971,94360,"41,483,820,634","21,591,899,352","63,075,719,986","18,880,565,248","2,224,272,341","21,104,837,589","4,963,657,500","28,792,133,872","41,970,882,397","24,092,742,406","7,303,027,730","8,026,255,560","9,962,898,287"
20230317000952,11011,2022,1230255,276730,"29,789,471,247","32,160,599,025","61,950,070,272","18,580,002,913","9,021,155,604","27,601,158,517","28,591,835,500","-74,232,925,990","34,348,911,755","23,969,942,752","-11,612,579,554","-24,890,760,992","-24,764,349,316"
20230317001042,11011,2022,138057,4770,"68,105,163,819","8,404,525,933","76,509,689,752","2,775,569,376","510,567,326","3,286,136,702","18,372,505,500","11,907,482,662","73,223,553,050","17,441,063,486","1,685,945,860","3,839,738,392","5,036,812,370"
20230316001286,11011,2022,364847,67920,"39,596,815,185","51,435,028,472","91,031,843,657","18,480,131,052","1,823,323,804","20,303,454,856","5,498,059,500","33,862,224,953","70,728,388,801",,"8,007,600,293","10,435,999,158","7,555,317,308"
20230309000095,11011,2022,128607,24950,"56,619,288,434","86,047,678,522","142,666,966,956","46,077,224,570","3,168,630,143","49,245,854,713","6,636,788,500","39,418,328,243","93,421,112,243","116,235,211,617","1,139,154,482","-5,629,382,238","-5,040,427,448"
20230321000600,11011,2022,883980,143160,"218,712,769,412","111,784,157,748","330,496,927,160","60,954,096,606","13,052,198,662","74,006,295,268","5,358,195,000","114,501,458,055","256,490,631,892","269,923,346,993","27,843,659,994","21,124,381,106","14,288,291,075"
20230321001127,11011,2022,106395,1210,"36,701,210,379","25,113,003,573","61,814,213,952","43,889,735,363","5,085,148,464","48,974,883,827","13,777,095,500","-34,110,102,325","12,839,330,125","46,015,093,156","-11,787,966,654","-16,261,105,845","-16,903,661,108"
20230323001377,11011,2022,268251,39560,"147,439,343,471","321,722,305,305","469,161,648,776","55,522,404,358","30,882,508,324","86,404,912,682","19,418,881,500","128,562,596,832","382,756,736,094","80,714,212,760","-565,053,588","129,684,351,175","148,791,006,817"
20230321001489,11011,2022,104999,8600,"191,591,300,133","78,803,421,671","270,394,721,804","147,789,291,424","24,329,680,789","172,118,972,213","72,882,179,000","-57,638,993,314","98,275,749,591","254,858,078,450","193,461,668","-8,214,186,642","-9,325,313,244"
20230321001311,11011,2022,604426,119610,"149,798,899,856","113,967,491,770","263,766,391,626","69,640,783,794","4,973,335,955","74,614,119,749","6,608,239,000","160,354,225,945","189,152,271,877","126,927,638,910","31,136,948,924","28,561,677,382","24,168,150,924"
20230317000025,11011,2022,491053,86060,"46,269,472,620","17,771,458,970","64,040,931,590","15,920,095,311","2,394,792,000","18,314,887,311","4,305,293,500","18,116,014,421","45,726,044,279","82,758,506,105","1,670,481,016","1,814,696,647","1,523,305,044"
20230327000475,11011,2022,131939,7610,"51,579,796,063","80,159,561,882","131,739,357,945","64,665,133,861","6,874,826,457","71,539,960,318","9,000,000,000","27,539,587,076","60,199,397,627","61,893,683,217","-16,906,468,362","-19,264,899,022","-20,444,723,487"
20230321001195,11011,2022,119672,16740,"296,934,612,669","165,236,677,545","462,171,290,214","213,171,947,750","50,826,172,578","263,998,120,328","82,666,700,000","97,970,832,463","198,173,169,886","565,996,038,053","13,299,644,433","12,841,545,754","7,511,336,573"
20230320000776,11011,2022,121543,33920,"63,733,624,424","542,006,170,590","605,739,795,014","120,757,233,358","4,421,665,895","125,178,899,253","5,700,000,000","474,053,191,971","480,560,895,761","152,832,444,811","15,643,137,742","-15,451,745,055","-13,202,293,134"
20230321000606,11011,2022,359580,54800,"756,455,370,977","333,578,030,140","1,090,033,401,117","249,294,397,898","92,400,524,352","341,694,922,250","5,173,878,000","207,453,547,582","748,338,478,867","874,051,270,582","94,274,859,182","110,336,109,687","89,402,968,448"
20230331002707,11011,2022,945208,161570,"5,585,400,267","25,318,909,886","30,904,310,153","11,646,883,153",-,"11,646,883,153","7,791,415,000","-23,904,375,867","19,257,427,000","7,540,386,531","-2,263,576,203","-5,234,262,894","-5,234,262,894"
20230321000689,11011,2022,128546,250,"157,749,140,159","215,526,786,109","373,275,926,268","38,159,520,916","89,474,741,711","127,634,262,627","11,384,020,500","112,078,575,886","245,641,663,641","177,335,410,013","12,224,651,499","8,919,524,090","8,831,820,464"
20230316001014,11011,2022,120030,6360,"9,411,595,104,509","7,535,021,592,389","16,946,616,696,898","8,205,470,645,448","3,384,943,242,859","11,590,413,888,307","427,907,450,000","3,659,818,016,872","5,356,202,808,591","12,299,196,214,752","554,834,830,515","664,897,622,799","441,211,560,543"
20230315001431,11011,2022,145109,100,"1,188,897,717,371","1,283,830,354,778","2,472,728,072,149","434,154,259,039","30,767,443,664","464,921,702,703",,,"2,007,806,369,446","1,775,846,942,745","36,028,967,211","94,926,373,488","90,592,526,174"
20230321001145,11011,2022,1063954,253840,"122,054,970,281","51,241,827,307","173,296,797,588","29,312,585,701","3,407,268,183","32,719,853,884","8,134,404,500","67,548,916,402","140,576,943,704","101,399,255,833","24,970,549,363","32,322,409,753","26,677,865,768"
20230320000967,11011,2022,552859,115450,"80,011,653,445","107,631,604,837","187,643,258,282","58,627,728,110","899,983,872","59,527,711,982","15,992,244,500","-1,915,656,831","128,115,546,300","48,132,199,520","-7,877,142,570","-12,104,142,578","-12,104,142,578"
20230321000859,11011,2022,528515,92460,"59,772,594,906","119,083,001,968","178,855,596,874","48,476,303,042","33,211,290,125","81,687,593,167","8,808,733,500","69,305,205,039","97,168,003,707","98,637,116,561","8,815,403,057","9,211,402,119","8,067,754,332"
20230321001339,11011,2022,101488,9450,"523,037,781,853","494,981,646,519","1,018,019,428,372","423,564,089,051","76,750,754,631","500,314,843,682","146,550,818,439","434,491,598,526","517,704,584,690","1,160,860,788,602","59,770,841,498","72,724,310,765","53,582,342,499"
20230315000218,11011,2022,156442,4590,"60,687,656,213","151,379,508,625","212,067,164,838","21,072,581,535","22,317,511,850","43,390,093,385","1,500,000,000","120,239,970,725","168,677,071,453","100,899,670,225","14,679,524,618","14,891,340,453","11,782,847,762"
20230321000768,11011,2022,925189,187270,"48,676,092,045","43,721,975,935","92,398,067,980","31,003,717,219","4,217,752,728","35,221,469,947","5,071,922,500","30,742,012,929","57,176,598,033","44,947,291,912","3,950,942,568","5,531,782,442","4,657,274,231"
20230323001510,11011,2022,130587,27040,"40,292,158,907","88,912,919,464","129,205,078,371","42,225,782,293","32,667,826,576","74,893,608,869","34,794,423,500","-43,688,803,879","54,311,469,502","51,836,203,952","-7,727,186,324","-11,297,793,694","-10,364,260,116"
20230315000850,11011,2022,120076,1120,"4,482,204,749,190","3,236,802,584,439","7,719,007,333,629","2,935,026,255,683","1,747,505,805,034","4,682,532,060,717","193,800,000,000","1,966,092,349,411","3,036,475,272,912","18,759,549,404,034","965,543,470,335","1,133,187,692,778","779,310,807,894"
20230317000008,11011,2022,132628,14910,"38,264,060,991","18,977,254,671","57,241,315,662","23,919,722,900","1,247,893,419","25,167,616,319","10,043,428,500","14,328,267,530","32,073,699,343","49,973,898,725","2,467,546,877","2,703,228,431","2,083,804,416"
20230317000318,11011,2022,397058,58630,"87,181,056,635","29,247,052,978","116,428,109,613","17,406,406,216","5,896,934,085","23,303,340,301","9,771,938,500","58,657,652,098","93,124,769,312","73,654,249,904","30,149,731,370","28,704,507,647","22,576,363,682"
20230324001170,11011,2022,989619,196170,"145,095,472,883","100,394,663,214","245,490,136,097","94,308,513,863","5,799,609,231","100,108,123,094","26,207,738,500","17,991,398,340","145,382,013,003","28,806,344,498","-29,373,680,278","-9,969,855,067","-10,077,904,116"
20230321000819,11011,2022,118026,6040,"3,395,834,362,543","3,665,345,174,916","7,061,179,537,459","2,682,961,819,501","1,469,742,288,217","4,152,704,107,718","49,982,665,000","1,916,402,410,186","2,908,475,429,741","9,026,258,367,482","494,432,749,962","405,754,467,887","296,545,278,655"
20230321001487,11011,2022,866062,170920,"146,550,536,765","124,933,797,246","271,484,334,011","107,439,760,132","70,757,356,533","178,197,116,665","4,032,382,500","34,627,959,631","93,287,217,346","219,427,343,415","10,782,148,304","4,615,860,858","3,026,880,895"
20230321001249,11011,2022,390903,65680,"193,891,164,427","99,014,090,368","292,905,254,795","67,013,964,833","355,683,748","67,369,648,581",,"205,778,455,189","225,535,606,214","187,205,499,317","17,811,725,429","17,575,983,817","12,219,357,336"
20230320000236,11011,2022,305297,52330,"335,118,940,793","136,547,452,993","471,666,393,786","126,364,379,220","3,639,276,912","130,003,656,132","7,787,276,000","238,383,370,779","341,662,737,654","428,553,036,782","27,331,888,869","35,563,432,338","29,037,826,690"
20230316001135,11011,2022,413523,53690,"200,297,138,533","172,762,520,988","373,059,659,521","133,279,908,060","45,132,335,022","178,412,243,082","5,478,775,000","120,769,818,278","194,647,416,439","374,414,323,849","30,651,133,401","32,693,557,928","26,923,928,291"
20230317000481,11011,2022,1080252,348210,"99,713,358,310","21,478,277,381","121,191,635,691","20,210,449,478","1,343,523,953","21,553,973,431","4,978,337,000","67,171,057,043","99,637,662,260","114,942,873,898","56,503,520,126","55,500,632,331","43,409,750,571"
20230322001279,11011,2022,364467,60570,"212,620,455,643","59,227,002,940","271,847,458,583","100,776,108,636","3,287,772,624","104,063,881,260","37,810,786,500","20,368,596,217","167,783,577,323","274,372,337,086","-8,667,349,352","27,672,459,788","27,270,183,922"
20230322000127,11011,2022,185222,45520,"44,779,871,887","49,741,866,361","94,521,738,248","37,603,935,856","29,738,675,454","67,342,611,310",,"19,924,235,672","27,179,126,938","86,034,564,156","-10,900,237,959","-18,484,521,768","-16,301,374,461"
20230331002732,11011,2022,142883,17370,"150,779,319,919","131,736,395,689","282,515,715,608","178,058,326,845","14,408,873,458","192,467,200,303","9,157,027,000","71,244,318,771","90,048,515,305","254,538,462,220","7,972,167,440","5,750,975,354","2,816,572,951"
20230316000950,11011,2022,191472,25000,"396,993,531,388","379,784,585,423","776,778,116,811","166,545,010,125","15,046,479,222","181,591,489,347","24,200,000,000","531,544,886,256","595,186,627,464","983,579,558,669","46,513,085,397","37,404,807,384","29,568,123,484"
20230320001003,11011,2022,591441,102120,"127,473,142,993","204,058,420,155","331,531,563,148","127,749,153,276","30,713,825,579","158,462,978,855","8,890,376,500","93,755,274,362","173,068,584,293","242,576,796,583","25,825,288,073","14,380,083,677","12,654,577,621"
20230331003534,11011,2022,1259056,299910,"981,496,549","491,705,473","1,473,202,022","10,657,266,183","198,021,944","10,855,288,127","4,103,458,000","-47,902,985,979","-9,382,086,105","5,478,776,497","-7,518,988,958","-8,413,434,335","-4,700,802,038"
20230315001379,11011,2022,268118,36690,"61,696,173,804","33,713,289,986","95,409,463,790","42,059,387,389","4,675,591,613","46,734,979,002","7,796,538,500","20,258,734,698","48,674,484,788","155,998,634,081","-5,079,546,128","-5,270,291,180","-5,229,220,160"
20230321000690,11011,2022,122551,35150,"205,877,238,959","132,996,232,935","338,873,471,894","145,371,470,786","13,344,684,000","158,716,154,786","14,102,500,000","134,845,459,216","180,157,317,108","475,895,240,622","50,295,977,243","54,825,366,823","44,891,846,143"
20230323000437,11011,2022,456218,80160,"109,997,230,401","160,407,888,908","270,405,119,309","177,745,962,942","3,678,324,705","181,424,287,647","9,450,000,000","51,306,262,226","88,980,831,662","47,764,852,619","-16,345,199,676","-22,094,585,449","-12,040,997,510"
20230317000866,11011,2022,273439,41920,"75,976,212,226","27,469,114,459","103,445,326,685","11,591,728,590","1,792,277,989","13,384,006,579","8,000,000,000","67,767,673,924","90,061,320,106","68,346,731,750","10,610,097,890","13,497,931,990","10,597,920,980"
20230321000733,11011,2022,161781,25980,"525,676,438,032","1,209,110,395,862","1,734,786,833,894","749,253,093,649","474,899,132,380","1,224,152,226,029","8,642,890,100","59,198,804,780","510,634,607,865","325,346,438,455","115,222,889,272","58,453,481,071","33,987,271,560"
20230314001244,11011,2022,632845,104620,"37,598,418,716","55,401,081,478","92,999,500,194","60,124,782,535","192,453,376","60,317,235,911","7,873,548,000","-7,118,888,180","32,682,264,283","22,004,644,714","-20,911,540,681","-28,616,005,822",
20230317000424,11011,2022,612188,98660,"32,772,538,030","27,643,245,244","60,415,783,274","25,322,530,055","5,177,591,958","30,500,122,013","6,250,488,000","24,771,958,214","29,915,661,261","73,162,090,467","3,046,585,148","2,542,789,588","1,601,513,030"
20230321001463,11011,2022,276083,33790,"13,647,794,930","11,640,426,879","25,288,221,809","1,593,849,091","163,702,057","1,757,551,148","8,558,550,000","-11,769,537,535","23,530,670,661","11,406,060,324","1,462,672,613","1,726,255,822","1,726,255,822"
20230316001415,11011,2022,142661,6980,"255,997,620,670","145,971,652,339","401,969,273,009","213,958,999,643","14,778,289,830","228,737,289,473","15,450,000,000","163,647,226,210","173,231,983,536","612,322,385,130","-607,442,610","-6,085,804,739","126,061,430"
20230321000937,11011,2022,494476,88390,"58,840,011,407","242,654,463,634","301,494,475,041","42,363,708,912","28,981,393,064","71,345,101,976","4,692,922,000","308,228,224,964","230,149,373,065","80,422,380,010","21,643,406,303","15,061,626,111","13,637,039,410"
20230320000901,11011,2022,136226,65350,"331,626,901,834","296,221,315,325","627,848,217,159","355,595,903,922","57,762,257,079","413,358,161,001","13,741,974,000","146,639,599,331","214,490,056,158","793,424,019,846","32,055,395,246","29,457,980,825","23,919,701,899"
20230321001162,11011,2022,164788,12330,"25,659,721,000,000","29,746,977,000,000","55,406,698,000,000","11,476,170,000,000","6,122,896,000,000","17,599,066,000,000","491,096,000,000","36,979,291,000,000","37,807,632,000,000","51,906,293,000,000","2,026,531,000,000","3,362,612,000,000","2,487,244,000,000"
20230323000004,11011,2022,103635,14200,"136,554,482,744","141,529,258,099","278,083,740,843","94,439,355,626","21,667,612,553","116,106,968,179","45,353,348,000","-60,322,687,444","161,976,772,664","206,957,469,626","22,030,179,467","-14,855,864,753","-26,780,781,810"
20230322000003,11011,2022,264671,39310,"82,846,449,908","46,889,284,768","129,735,734,676","35,461,159,238","5,556,791,504","41,017,950,742","9,060,833,500","29,750,318,308","88,717,783,934","42,124,070,429","-2,617,250,543","-2,578,630,714","3,684,111,969"
20230321000678,11011,2022,362122,137080,"80,732,340,459","104,712,582,921","185,444,923,380","71,950,284,346","5,525,939,628","77,476,223,974","6,435,671,000","26,311,628,627","107,968,699,406","88,040,460,887","1,956,020,616","2,660,833,034","2,521,937,374"
20230328000613,11011,2022,755739,106240,"48,115,617,268","115,437,277,383","163,552,894,651","34,990,121,674","24,321,240,516","59,311,362,190","7,961,528,500","268,184,664,401","104,241,532,461","51,459,059,482","724,352,897","25,738,758,764","251,398,664,399"
20230323001571,11011,2022,1185566,263920,"17,833,447,246","28,845,030,368","46,678,477,614","10,577,916,192","5,847,438,015","16,425,354,207","24,522,567,000","-40,971,808,066","30,253,123,407","35,630,099,179","1,766,381,436","2,504,971,840","798,284,478"
20230315001404,11011,2022,487546,76080,"156,520,398,772","44,412,290,701","200,932,689,473","135,134,709,507","1,063,128,211","136,197,837,718","10,818,544,500","20,164,838,540","64,734,851,755","326,740,331,841","1,351,212,213",,"-2,580,955,852"
20230321001197,11011,2022,273110,52020,"56,425,638,359","4,643,800,632","61,069,438,991","4,359,835,252","5,489,932,405","9,849,767,657",,,"51,219,671,334","6,302,336,682","-18,910,659,422","-18,891,877,945","-18,891,877,945"
20230316001051,11011,2022,118275,3160,"132,045,534,034","142,540,288,986","274,585,823,020","74,184,325,454","37,022,261,481","111,206,586,935","17,248,392,500","93,946,831,699","163,379,236,085","231,004,368,333","11,153,444,246","15,189,669,527","15,165,290,080"
20230320000662,11011,2022,235183,44780,"54,398,491,176","31,817,011,219","86,215,502,395","26,456,185,381","642,139,438","27,098,324,819","9,252,893,500","40,433,224,660","59,117,177,576","81,378,633,384","5,810,468,081","5,165,847,347","4,273,038,938"
20230322000926,11011,2022,111111,9190,"148,466,664,448","252,410,426,596","400,877,091,044","106,391,762,659","119,986,259,480","226,378,022,139","23,056,171,500","-20,162,376,045","174,499,068,905","254,967,649,297","13,712,413,226","10,237,507,595","9,266,192,176"
20230320000362,11011,2022,807397,121850,"23,856,232,844","16,660,377,610","40,516,610,454","16,635,748,259","4,728,991,212","21,364,739,471","15,307,087,500","-28,379,808,175","19,151,870,983","9,702,666,379","-7,209,998,290","-8,978,718,383","-8,978,718,383"
20230314000566,11011,2022,220622,65710,"55,029,166,940","46,775,473,663","101,804,640,603","10,761,916,818","904,441,391","11,666,358,209","2,575,000,000","83,441,349,768","90,138,282,394","60,170,515,020","12,465,917,949","14,005,510,461","11,303,465,518"
20230320000657,11011,2022,255105,38530,"50,788,054,988","31,684,003,463","82,472,058,451","15,556,078,143","118,093,668","15,674,171,811","46,008,215,500","-29,813,528,900","66,797,886,640","33,648,094,236","-152,504,594","-7,767,394,990","-7,665,100,733"
20230407002277,11011,2022,659684,174880,"23,244,269,001","60,805,396,761","84,049,665,762","15,551,694,879","465,729,539","16,017,424,418","10,953,162,500","-74,739,926,649","68,032,241,344","66,612,962,565","-2,679,256,189","-28,006,110,861","-27,928,009,514"
20230323001469,11011,2022,365590,67630,"160,775,696,115","251,014,675,350","411,790,371,465","26,784,511,102","148,939,211,496","175,723,722,598","48,831,044,000","-40,963,382,699","236,066,648,867","99,591,375,508","-20,161,281,928","-60,838,670,188","-54,359,670,302"
20230329000850,11011,2022,137234,12860,"380,922,698,161","320,452,904,502","701,375,602,663","409,634,074,959","89,967,132,780","499,601,207,739","36,616,728,500","54,214,507,554","201,774,394,924","922,208,635,714","43,911,657,945","13,014,999,612","6,797,750,471"
20230322000313,11011,2022,127857,2450,"210,295,390,017","311,263,442,947","521,558,832,964","134,468,492,548","126,437,640,101","260,906,132,649","45,265,457,500","215,879,794,597","260,652,700,315","325,699,587,394","11,556,311,058","23,526,198,120","15,067,692,450"
20230316000733,11011,2022,115384,7590,"161,786,671,545","54,741,357,833","216,528,029,378","53,872,484,126","11,832,336,583","65,704,820,709","6,808,958,500","143,745,406,116","150,823,208,669","146,722,848,606","9,337,231,210","8,789,267,182","6,793,365,396"
20230320000253,11011,2022,526951,95190,"60,652,854,997","112,637,705,871","173,290,560,868","61,612,419,234","31,237,072,202","92,849,491,436","21,290,518,500","-11,569,011,863","80,441,069,432","95,528,614,343","-2,285,191,824","-9,450,813,633","-9,456,104,743"
20230323001064,11011,2022,522007,110790,"240,409,109,955","360,832,843,439","601,241,953,394","176,428,869,334","108,852,181,298","285,281,050,632","11,715,480,000","273,619,995,393","315,960,902,762","380,916,686,435","78,487,509,910","40,821,885,353","26,362,620,669"
20230322000898,11011,2022,133876,11560,"373,260,255,567","68,632,724,325","441,892,979,892","247,916,566,289","10,607,770,978","258,524,337,267","5,265,000,000","178,649,129,674","183,368,642,625","1,031,969,465,597","33,057,021,843","31,634,346,506","23,596,088,296"
20230322001080,11011,2022,162072,11700,"73,783,151,826","41,938,577,932","115,721,729,758","21,936,666,117","838,657,196","22,775,323,313","16,223,075,500","56,933,117,414","92,946,406,445","56,039,955,371","-4,095,859,475","-5,820,404,313","-4,733,469,365"
20230323000253,11011,2022,227333,33640,"254,753,833,223","877,179,525,971","1,131,933,359,194","350,963,304,429","388,647,846,938","739,611,151,367","11,629,601,000","66,521,816,939","392,322,207,827","588,039,209,962","-6,714,005,791","83,877,723,664","94,546,157,588"
20230321001499,11011,2022,466428,74430,"43,569,079,908","12,013,103,843","55,582,183,751","3,428,598,552","749,490,939","4,178,089,491","8,782,684,400","-74,813,529,765","51,404,094,260","27,336,928,096","7,034,645,185","-6,280,805,138","-7,281,655,556"
20230323001536,11011,2022,665676,127710,"246,601,067,882","473,515,643,987","720,116,711,869","325,727,060,295","204,338,794,512","530,065,854,807",,,"190,050,857,062","85,242,477,459","-1,144,008,257","19,570,594,620","17,467,316,868"
20230321000290,11011,2022,668600,102370,"84,611,000,512","132,941,064,656","217,552,065,168","17,406,058,166","73,967,374,500","91,373,432,666","13,587,067,500","35,342,114,987","126,178,632,502","27,716,194,318","5,819,678,380","5,129,017,548","4,027,200,837"
20230317000487,11011,2022,255433,42510,"56,647,662,528","20,243,758,169","76,891,420,697","31,451,546,439","344,379,893","31,795,926,332","19,333,373,000","2,103,512,192","45,095,494,365","46,823,337,387","4,291,104,685","7,182,204,356","8,305,276,543"
20230321001124,11011,2022,500254,78930,"5,978,612,000,000","27,943,630,000,000","33,922,242,000,000","6,527,808,000,000","10,906,624,000,000","17,434,432,000,000","473,501,000,000","13,123,642,000,000","16,487,810,000,000","28,777,048,000,000","5,005,127,000,000","4,621,024,000,000","2,482,704,000,000"
